;userName;score;at;content
1472;Irfan YF8TAX;5;28/06/2022 15:44;Very helpful applications. It's easy and practical
1473;Becc 87;5;28/06/2022 15:16;Hari ini tidak enak badan lalu chat dokter jam 10 PM dan pesan obat. Dapat apotik hanya 4-5 KM dari rumah, ga kaya sebelumnya beli antigen sebiji siang bolong dapat apotik jarak >10 KM (lokasi saya di tengah belasan apotik mitra padahal). Thanks Halodoc.
1474;Gifta Olliva;5;28/06/2022 13:27;Mantab
1475;Justine Muljadi;5;28/06/2022 11:27;Halo doc sgt membntu sekali untuk konsultasi secra online dgn dokter2 yg tersedia. Apalg di jaman pandemi spt ini kita btuh resep tnpa hrs berpergian keluar rumah. Great halodoc! 👏
1476;CRS;5;28/06/2022 09:38;Sangat membantu😃
1477;Kevin Ziwow;5;28/06/2022 08:24;Memudahkan layanan kesehatan
1478;INGE CHRISDIYANTO;5;28/06/2022 07:11;Helpful
1479;Ivo Putra;1;28/06/2022 03:09;Informasi atas pembatalan pesanan tidak jelas, 2 x pesan di cancel tanpa info jelas, jika brang tidak ada kenapa muncul di apps? Tidak ada validasi ketersediaan produk dengan inventory? Mohon diperbaiki kedepan agar pengguna tidak merasa sia2 menggunakan aplikasi ini, chat juga cuma di bls template
1480;Ferry Majid;3;28/06/2022 02:55;Update: saldo sudah dikembalikan
1481;ulima rahmatia;5;28/06/2022 02:48;Helpfull banget daripada mesti ke rumah sakit .. dokternya juga fast respon
1482;YSA;5;28/06/2022 01:41;Helpful
1483;Bella Verbik Irawan;5;28/06/2022 00:28;Terbaik, disaat dibutuhkan hanya butuh ketak ketik........
1484;Yessy Theresya;4;27/06/2022 23:35;So far konsultasi isoman okay. Belum tau gimana nantinya untuk resep, tapi dikasih kok resepnya. Nanti aku perbarui lagi. Thank you halodoc
1485;victor alexander;5;27/06/2022 23:20;Very helpfull,especially for those who forget to bring routine medicine when travelling.. Just need less then 30 minutes from search to get delivered medicine..awsome..!
1486;Ibnu Trusmigroup;5;27/06/2022 19:47;Good
1487;Abdulmonem Annan;4;27/06/2022 15:41;Very good and efficient delivery
1488;Herry Nugroho;5;27/06/2022 12:50;Usefull dan sangat membantu
1489;yuli adam barata;5;27/06/2022 10:56;Good
1490;Safah Alifia Zahirah;5;27/06/2022 09:15;bagus, saya pesan obat dan memang informasi di aplikasi kurang jelas namun ketika saya kontak bantuan saya langsung diberikan nomor resi dan cara mengecek pengirimannya.
1491;Marcella Purnomo;5;27/06/2022 08:40;Membantu banget di masa pandemi
1492;Christiana Linardi;2;27/06/2022 08:10;Saya pesan obat via halodoc dan obatnya nyasar di pengiriman, saat minta halodoc untuk hubungi pihak apotik agar bantu saya follow up obatnya berbelit2 dan tanpa solusi, malah berkali2 ditanya apa alamat saya sesuai??!! Sedangkan ini bukan pembelian saya pertama kali. CS nya sangat tidak helpful
1493;TAZKIA MAULIDA POETRI;1;27/06/2022 06:01;Proses refund berbelit belit.
1494;TriPL -;5;27/06/2022 05:17;Aplikasi sangat mudah digunakan
1495;Yohanes Sempadi;5;27/06/2022 03:36;Responnya cepat dan pengirimannya cepat
1496;Yanda Ramadana;3;27/06/2022 03:10;sayangnya dari akun halodoc dana ga bisa dialihkan ke rekening bank atau gopay.. tolong dibantu permasalahan ini
1497;David Surya;5;27/06/2022 00:29;Sangat membantu dan berguna sekali karena saya hidup di desa. Bisa beli obat online juga
1498;theresia sherly;5;26/06/2022 18:42;Solusi cepat untuk menghubungi dokter dan membeli obat. Dokter tersedia 24jam dan ada memberikan resep untuk dibeli langsung.
1499;Aiko Chein;5;26/06/2022 17:19;Nice respon. Dokter nya cepet bls dan ramah,❤️❤️❤️❤️
1500;Anny Sinaga;5;26/06/2022 16:54;Very good app
1501;hendrik tanzil;5;26/06/2022 16:11;Best apps when you in need of dire consultation
1502;ersa sahar;5;26/06/2022 14:26;So good
1503;Yanti Yulianti;5;26/06/2022 14:25;Sangat membantu saat darurat, chat dokter sgt informatif, obat cepat sampai
1504;Shaqueela Midry Faranisa;5;26/06/2022 13:35;Sangat membantu dikala urgent sakit dan blm bs langsung ke dokter.
1505;Lutfi Afgani;5;26/06/2022 12:38;Mantaapp
1506;retno hapsari;5;26/06/2022 09:53;Cepat
1507;Desty Damayanti Putri;5;26/06/2022 08:43;Sangat membantu dikala sakit dan gak bisa kemana-mana
1508;Ramdhani Bangun;1;26/06/2022 05:33;Eror bayar pakai wallet halodoc, ribet, aplikasi lemot, obat yg harusnya dicover asuransi eror terus kalau mau cek out. Setahun yang lalu sudah pakai halodoc, mengecewakan. Trnyata smpai skrg blm ada perbaikan.
1509;Andris Trinanda;5;26/06/2022 04:06;Keep up the good work
1510;Hudlori Abbas;5;26/06/2022 03:31;Respon cepat dan jelas
1511;nurjati siregar;5;26/06/2022 03:30;Good service Will use it again
1512;Loeqmanul Hakim;5;26/06/2022 03:08;Terima kasih. Sangat berguna bagi saya.
1513;Siti Hariyanah;5;25/06/2022 20:38;Aplikasi ini sangat membantu utk mendapatkan informasi dan saran dokter atas kondisi yg sakit, shg bisa diambil langkah awal sbg bantuan sementara sblm dibawa ke RS.
1514;Rama Difta;4;25/06/2022 16:00;Cepat dan gak ribet
1515;Guevara Ahmad;5;25/06/2022 14:08;Layanan cepat, dokternya bagus²
1516;Frankie Susanto;5;25/06/2022 11:47;Good apps very helpful
1517;BERKAT PET;5;25/06/2022 04:32;Sangat membantu, good
1518;Monica Cecilia;1;25/06/2022 03:08;Nge lag parah liat pilihan cek covid ga muncul2. Update tp jd lbh jelek
1519;Apriana Pancawati;5;24/06/2022 10:25;Helpfully
1520;Leli Fitriyani;5;24/06/2022 09:53;Terbantu sekali..terima kasih
1521;Giovanna FK;5;24/06/2022 08:10;Halodoc always saves the day 👍🏻
1522;Yellow Dalmore;5;24/06/2022 07:59;Sangat membantu sekali. Apalagi di situasi Covid seperti ini..
1523;Rendy Widjaya;3;24/06/2022 05:42;Overall ok. Minus obat yang diresepkan sering sekali tidak tersedia.
1524;go ellyana;5;24/06/2022 05:22;Sangat terbantu untuk berkonsultasi dengan dokter dan penyediaan obat dengan aplikasi halo doc.
1525;Vena Putri;5;24/06/2022 03:16;dokter sangat fast respon
1526;Anis Mohammed;5;24/06/2022 02:51;Good
1527;Haki Tisa Agustina;5;24/06/2022 01:58;Pelayanan cepat
1528;kenanga Siddharta Lee;5;24/06/2022 00:30;Membantu sekali, dokter ramah dan mnejelaskan dengan baik
1529;Meliyanti S;4;23/06/2022 23:51;Jika dokter nggak jawab live chat biaya yg sudah ditarik nggak kembali. Murah sih cuma tarifnya tp kan harusnya bisa kembali, untungnya dokter alternatif banyak jd banyak pilihannya. Thx halodoc
1530;Audrey S;1;23/06/2022 15:07;customer service benar2 tidak membantu
1531;Yulian Amalia;5;23/06/2022 12:35;good apps
1532;Bagus Budiono;5;23/06/2022 12:04;Mantap
1533;Dyah Herawati;5;23/06/2022 09:30;Dokternya menjelaskan dgn jelas dan mudah dimengerti
1534;Jennisa Moniq Junus;2;23/06/2022 09:15;Daridulu seneng pake ini karena gak ribet. Ralat: bisa-bisa nya pesanan dibatalin, tapi link VA masih bisa dan udh masuk dananya. terus disuruh ngulangin prosedur dr awal, Ini bukan refund belanja biasa, orang sakit nungguin obat. Ribet
1535;Riky;1;23/06/2022 09:02;Error loading messages. Itu notifikasi yg muncul. Internet saya aman, aplikasi sdh paling terupdate, gopay sudah terpotong, tetapi tidak bisa chat dengan dokternya. Bisa masuk chat room tetapi saat send chat nya langsung keluar dan muncul notifikasi tadi. Begitu terus dan berulang. Lagi perlu2nya tapi dari CS nya disuruh menunggu 2x24 jam. Worst exp ever!
1536;Caroline Monica;1;23/06/2022 05:20;NOT customer oriented. Dokter balas lama dan sesi berakhir tanpa tahu kesimpulan dan obat yg harus diminum. Kontak customer service cuma disuruh ya konsul lagi aja. IT'S NOT ABOUT THE MONEY tapi it's unfinished service
1537;Rina DW;5;22/06/2022 16:30;Good
1538;tonny Dwiyono;5;22/06/2022 14:25;Mantap
1539;Lilian Sigar;5;22/06/2022 13:17;One stop health solutions
1540;ramdhan anugerah;5;22/06/2022 10:52;Mantaap
1541;Dedy Suryadi;5;22/06/2022 09:49;bagus praktis bermanfaat... tdk perlu keklinik atau rumah sakit kalau masih awal2 sakit
1542;Ruth Rachmayanti WidyaHapsari;5;22/06/2022 07:08;Easy to use
1543;olga ompi;5;22/06/2022 06:34;Terima kasih utk Dr. spesialis kulit Dr. Jessica Tania layanan cepat Dan baik. Mudah2an anak saya cepat reda jerawatannya
1544;Sascha Putri Gumilar;5;22/06/2022 02:07;Dokternya baik, fastrespond, obatnya juga langsung di kasih, pembayaran juga mudah ✅️
1545;Windi Soekamto;5;22/06/2022 01:25;Dokter Mata Cynthia sgt membantu dan responsive. Pengiriman obatpun sangat cepat diterima. Mantul!
1546;Boank Knaob;5;21/06/2022 16:24;Sangat sangat berguna & membantu sekali 👍🏻👍🏻👍🏻
1547;christin christin;5;21/06/2022 15:36;Sangat membantu klo lgi urgent butuh tanya konsultasi kesehatan
1548;Dwi Sriastuti;5;21/06/2022 14:12;Terbantuuu sekali
1549;Wildan Kurnia Ciptyawan;5;21/06/2022 13:12;Sip. Membantu saat kondisi urgent
1550;setiawati nugrahini;5;21/06/2022 13:03;Baik....informatif
1551;Prima Ari Rosyida;5;21/06/2022 11:43;Sangat membantu sekali bisa membelikan obat untuk anak yg sedang sekolah luar kota
1552;Erlyana Tri Oktaviani;1;21/06/2022 11:11;Transaksi menggunakan debit untuk chat dengan dokter, tapi dokternya tidak aktif dan dibatalkan otomatis. Keterangannya pengembalian dana akan otomatis masuk menunggu 14 hari kerja tapi sampai hampir 1 bulan tidak ada pengembalian sama sekali. MENYESAL MENGGGUNAKAN APLIKASI INI.
1553;I made Armadi;5;21/06/2022 10:04;Package ok, Pengiriman cepat , mantap, thank you halodoc.
1554;ayu anggraeni;5;21/06/2022 10:03;Sangat membantu jika memiliki keluhan penyakit untuk konsultasi sama dokter nya langsung ✨️
1555;Indra Gun;5;21/06/2022 05:15;Sangat membantu dalam mencari obat diwaktu urgen karena ga bisa keluar rumah. Harga kadang lebih mahal tapi masih wajar. Tapi kadang lebih murah. Bisa konsultasi dokter online sangat membantu sekali. Harga konsultasi juga murah hanya 15ribuan.
1556;Felicia Sutedja;5;21/06/2022 05:06;Good easy to use
1557;irma herman;5;21/06/2022 03:33;helpfull sekali, di kala sakit tengah malam, halodoc siap antar obat dr apotik 24 jam
1558;aya m;5;21/06/2022 01:53;Kesulitan menemukan tombol untuk memberikan feedback kepada dokter yg sudah dihubungi. Sisanya ok
1559;Lukas Adi R;5;21/06/2022 01:09;solusi dokter dimasa pandemi
1560;Kenzo EDP;5;21/06/2022 00:55;I like this application since there is option to choose instant delivery in 45 minutes
1561;Lin Levine;5;20/06/2022 14:16;Ok dan harganya leboh terjangkau dr aplikasi lain
1562;irnazia suryaningrum;5;20/06/2022 14:11;Puter2 kota Solo - Jogja cr obat tertentu ke KF ato K24 g nemu obat yg dimaksud. Tgl klik halodoc dpt dan lsg kirim. Terimakasih halodoc. Skrg g perlu puter2 cr obat, tgl idupin location map, driver didapatkan dan lsg krm smpt tujuan.
1563;Gefy Aqiilah;3;20/06/2022 13:30;Untuk saya yang baru pakai, kemudahan masuk nya mudah sekali. Menurutku hal yang harus ditingkatkan adalah penyampaian informasi tentang konseling, saya merasa bingung ketika mulai konsultasi saya coba telepon konselornya tetapi tidak diangkat sama sekali. Dan konselor bilang dia tidak menerima telepon/videocall, dari sisiitu saya kecewa karena tidak tampilkan informasi yang jelas sebelum saya melakukan booking, seharusnya bisa ditingkatkan kembali informasi layanan yang diterima konselor.
1564;Susi Handayani;5;20/06/2022 12:27;Exelent
1565;Hafizh Sulistya Adhy;5;20/06/2022 11:45;Menurut saya, ketika cek apotek, sebaiknya dituliskan di apotek mana. Sehingga ada opsi customer bisa cari/ambil obatnya sendiri apabila apotek nya dirasa terlalu jauh untuk diambil oleh kurir/ojol nya.
1566;Julius Usman;4;20/06/2022 10:36;Sedikit susah bernavigasi terutama bagian Shopping Cart, tapi berhasil jg konsul dan beli obat sesuai resep digital.
1567;Nugroho, G. Adi;1;20/06/2022 10:07;Wrong order sent. told consumers to wait up to 7x24 hours, but to no avail. the problem is in the application and catalog view. bastard! return my money !
1568;Putri Rj (Puput Rj);5;20/06/2022 06:48;Secara kebutuhan ini sangat membantu untuk konsultasi namun apabila durasi chat konsul ke dokter bisa diberikan pilihan ke pasien akan jauh lebih baik lg, ada baiknya konsul chat dengan biaya 100rb keatas durasi konsul tidak dibataskan, mengingat cara kita konsul membutuhkan waktu untuk mengetik serta take pict serta balasan dokter blm tentu cepat.. attachment foto, dokumen tolong ditingkatkan lagi krn masih sering crash.. klo ditmbah attach vid/vn akan lebih jauh memudahkan berkonsultasi
1569;Kinz D;5;20/06/2022 06:01;Good dokter
1570;Ogna Alif Utama;5;20/06/2022 05:40;Mantap jiwaaaaa
1571;Eddy Sutanto;1;20/06/2022 04:23;Ribet, layanan CS sangat lambat dan cuma normatif, tnp ada penyelesaian yg benar2 membantu
1572;Friandi Efendi;5;19/06/2022 23:18;mudah dalam penggunanya
1573;amikke hemmas irianty;5;19/06/2022 23:10;Cepattt bgt
1574;Nathalia Surya;1;19/06/2022 14:08;ga guna konsul ud byar
1575;Edwin Ramlan;5;19/06/2022 13:47;👍
1576;Monica Viranti;1;19/06/2022 09:43;Unsolved bugs since weeks ago. Can't search medical services.
1577;鄭莉莉Natalia;5;19/06/2022 09:11;Baru coba Halodoc, so far menurut ku mempermudah bgt mulai dari konsultasi dgn dokter via CHAT sampai kan pembelian obat jg 👍🏻👍🏻.. Maju terus utk Halodoc
1578;rangga setiawan;5;19/06/2022 06:17;Goodss..
1579;Shafwan Nivardi;5;19/06/2022 02:52;Very helpful and user friendly apps
1580;Ayy;5;19/06/2022 02:30;Sangat membantu, ramah, dan informatif.
1581;Aniek Lystyowati;5;19/06/2022 02:11;Good
1582;Suci Julian Hastiana;5;19/06/2022 00:59;sangat membantuuu..
1583;Corleone Vito (CORLEONE);5;19/06/2022 00:36;Good
1584;Marcellina Agnes;1;18/06/2022 16:14;Driver tidak bisa dihubungi dan bawa pergi obat yang sudah lunas dibeli
1585;Tutus Widayanti;5;18/06/2022 13:11;great ui ux
1586;Indriani S;3;18/06/2022 12:56;Bolak balik dicancel order ketika pesan obat sesuai resep. Kalau memang ga siap instan2 gt mending realistis aja sih drpd butuh gn smp bolak balik cancel.
1587;Andrew Santoso;2;18/06/2022 11:50;Mau cari test covid kenapa loading terus ga keluar hasil pencariannya, padahal baru update apps
1588;andriani rahayu;5;18/06/2022 08:37;Membantu sekalii disaat urgent. Terima kasih
1589;May Munah;5;18/06/2022 08:35;Good apps
1590;Ujang Misbah;5;18/06/2022 06:10;Sangat membantu, konsultasi sama dokter, pesan obat secara instan. Terima kasih halodoc. Semoga lebih ditingkatkan lagi pelayanannya terutama pengiriman obat bisa instan semua 🙏
1591;Fidelis Timotius Hen Hen;5;18/06/2022 05:42;Good aplication
1592;Luciana Inderavini;5;18/06/2022 04:55;User friendly
1593;Veronika Diah;5;18/06/2022 03:57;Konsultasi mudah dan cukup membantu
1594;riyo maulana;1;18/06/2022 02:42;Overall sangat membantu, tapi opsi pengiriman cuma ada gojek, dimana layanannya kurang bagus. Bisa ditambahkan opsi pengiriman lain untuk memastikan obat sampai di tempat dah tidak hilang.
1595;Mohammad Rizky Adrian;2;18/06/2022 02:27;Sejak update terbaru pencarian menjadi sangat lama, sudah ditunggu 2 menit gak keluar apa-apa. Apa gunanya diupdate
1596;Pieter Andinata;5;18/06/2022 01:14;Fastest response, easy to use two thumbs up
1597;Sogi Vio;2;17/06/2022 17:43;Can't even login. Got the code and working internet connection but it always says no internet connection. Tried again, it changes to expired code although the timer hasn't expired yet.
1598;ira saraswati;5;17/06/2022 13:43;Makin mantap halodoc bs dicover asuransi 👍👍
1599;Rene Tangkilisan;5;17/06/2022 13:32;Mantappppppppp
1600;Metta Dhupitasari;5;17/06/2022 06:28;the UIUX is the best👑 Halodoc helps me a lot looking for online psychologists/psychiatrists
1601;Agung Satrio;4;17/06/2022 04:04;Good sangat membantu disaat mager
1602;Agus Suhendar;5;17/06/2022 03:11;Terima kasih sangat mudah menggunakan aplikasi halodoc ini
1603;qieqy aster;5;17/06/2022 02:18;Very helpfull
1604;Aulia Yolanda;1;16/06/2022 19:01;Dokter slow respon, jawaban seadanya.
1605;Tevi Melviana;5;16/06/2022 04:31;fast delivery
1606;Nurul Hidayati Airun;5;16/06/2022 00:16;Sangat membantu
1607;Mei Xan;5;15/06/2022 08:28;Sangat membantu dengan adanya aplikasi ini 👍
1608;dona da silva;4;15/06/2022 08:05;Tolong perbaiki bugs di payment dengan gopay
1609;iffah afifah;5;15/06/2022 03:15;Helpfull, nice doctor, easy to get medicine
1610;Reinhard Christian;5;15/06/2022 02:08;Very nice experience
1611;adhyatma Prawira;3;14/06/2022 21:41;penilaian untuk dr. mungkin bisa berdasarkan bintang..jgn berdasarkan like or dislike
1612;Manan Lubis;5;14/06/2022 20:41;Nice consultation
1613;Palsay Fara;5;14/06/2022 14:01;Selalu mudah memesan obat di sini, konsultasi juga mudah, murah dan bermanfaat. Thx Halodoc.
1614;Fitria Wulandari;5;14/06/2022 13:55;Sangat membantu disaat terdesak atau mendadak
1615;Ester Sophia Hutahaean;5;14/06/2022 11:30;The doctors are very helpful. Thanks halodoc. I can consul with doctor anytime.
1616;daud nur solichin;5;14/06/2022 05:33;Good
1617;baba joni;5;14/06/2022 03:02;Sangat membantu
1618;Nanies DK;5;14/06/2022 02:43;Useful
1619;Firsty Octavia;5;13/06/2022 14:38;Very usefull app! 👍
1620;Andriani Rini;5;13/06/2022 14:29;Nice
1621;Eva Lathifah Tyas Utami;5;13/06/2022 14:02;Good.
1622;Gery English Speaking Class;5;13/06/2022 10:24;good app
1623;Annisa Nurjanah;5;13/06/2022 07:37;helpful
1624;Naura Syakila;5;13/06/2022 04:22;Good app
1625;finding samwan;5;13/06/2022 04:20;Easy to use
1626;Haris Rafiq;2;13/06/2022 03:20;beli obat yg ada resepnya, pas mau bayar harus konsultasi gratis, tapi error terus, Error loading message
1627;Febry Harwinto;5;13/06/2022 02:36;Konsultasinya cepat dan cukup memberikan gambaran penanganan terhadap kondisi kesehatan kita saat itu.
1628;Fathe Whatyz;5;13/06/2022 02:34;Aplikasinya sangat membantu
1629;dayu utari;5;13/06/2022 00:25;so far sangat memudahkan dalam konsultasi tanpa harus dtg ke dokter Dan ke apotek
1630;Masari;1;12/06/2022 15:08;sudah bayar untuk konsultasi tanya dokter. tapi ngebug. gak bisa dipakai (error loading message )sampai berakhir. payah
1631;Henry Richard;5;12/06/2022 11:27;Sangat membantu, cukup efektif dan efisien.
1632;Venty oktori;5;12/06/2022 08:34;Awesome
1633;Nina Ivana;5;12/06/2022 07:09;sangattttt membantu. akses terhadap dokter jd affordable, mau dpt resep juga praktis.. the best dah halodoc, thank u for being a blessing for people's lives.
1634;coendrat Donatus;1;12/06/2022 04:45;APLIKASI JELEK ,TIDAK SEDIKITPUN DIREKOMENDASI UNTUK DIGUNAKAN,,untuk apa klian menyuruh saya hubungi call center? Cuma ngabisib pulsa saya, pokoknya saya tidak MEREKOMENDASIKAN APLIKASI INI KE SIAPAPUN
1635;Ayesta Ajeng;5;12/06/2022 02:25;Sangat membantu dan mempermudah
1636;Rani Rahayu;5;12/06/2022 01:17;Praktis dan mudah digunakan. Halodoc jd pertolongan pertama saat sakit sekarang. Apalagi bs dihubungkan dgn asuransi. Profil dokternya sangat detil. Terimakasih halodoc
1637;anastasia limanto;5;11/06/2022 20:24;Best
1638;I KOMANG SUDIKA;5;11/06/2022 11:36;👍
1639;ニナ • Nina;5;11/06/2022 10:30;Membantu sekali saat butuh konsultask cepat, dokter juga helpful, aplikasi stabil, terima kasih :)
1640;Stanislaus Andika;5;11/06/2022 09:27;Good app to find medicine within city !
1641;Ronald MP;5;11/06/2022 09:23;Good app
1642;Dessy Putriana Sari;5;11/06/2022 05:11;Sangat membantu
1643;Hana Lim;5;11/06/2022 03:27;Sangat membantu. Sering peSan obat, PCR, dan konsultasi dokter dari sini
1644;Gatra Angga;5;11/06/2022 03:23;Sangat membantu ketika ingin berobat tapi dirumah aja
1645;Andi Nurafni;5;11/06/2022 02:28;Semoga kedepannya bisa Ada opsi beli dari bbrp Apotek. Krn kalo chat sama doctor, pas mau mesen obat suka Ada yg losing. Maybe kalo bisa pecah lokasi Apotek jadi bisa lengkap beli obat yg diresepin dokternya
1646;Ruri Ramadanti;5;10/06/2022 22:49;Hallodoc sangat membantu, baik untuk konsul dokter maupun untuk pembelian obat/vitamin.
1647;Rizky Maulana Toengkagie;5;10/06/2022 17:52;This app really helps. You are able to consult with a real doctor trough this app!
1648;Frandus Manurung;5;10/06/2022 16:34;Sangat membantu
1649;Natasya Angeline;1;10/06/2022 15:31;"Sangat"" tidak recomended , sangat lambat mengatasi masalah , sedangkan anak saya sdh butuh bgt obat tengah mlm !"
1650;Laut Biru;4;10/06/2022 12:40;Simple, lengkap, good. Tapi pembayaran dengan gopay suka gagal, perlu coba beberapa kali. Semoga dapat diperbaiki.
1651;syukri muhammad;5;10/06/2022 10:41;Responsif dan akurat
1652;Wafa Zulfa;5;10/06/2022 05:56;The best healthcare app so far. I had my first consultation at 12 and order my medicines at 12.15 and got them at 12.50. Thank you Halodoc.
1653;feri antoni;5;10/06/2022 04:23;Oke sekali
1654;Trie Supriadin;5;10/06/2022 03:54;Mudah, responnya cepat dan lumayan jelas, terima kasih
1655;jef mar;5;10/06/2022 03:04;Cool
1656;Gita Silvia Pamungkas;5;10/06/2022 00:18;Sangat bermanfaat sekali, saya sakit covid waktu itu, konsul dgn dokter, pelayanannya bagus. Terus setiap saya butuh beli obat apapun, selalu beli pake apps halodoc ini, cinta banget sama apps ini
1657;evia ali;5;09/06/2022 14:17;Pelayanan konsultasi dokter secara online sangat terbantu. Dokter nya sangat informatif. Alhamdulillah puas. Terima kasih. 🙏🏻
1658;Dhito Khalibran;5;09/06/2022 12:27;sakit ga perlu ke klinik, cukup buka aplikasi aja
1659;Edwin Saferian;5;09/06/2022 09:54;Bisa tersambung ke aplikasi insurance lain. Sangat membantu
1660;reas_0n;1;09/06/2022 09:24;nunggu obatnya dikirim berjam jam
1661;Eduardie Ong (Edo);5;09/06/2022 07:53;the chat feature can give me the preliminary exam on my wound. if it goes bad, then I can decide to go to hospital to see the doctor
1662;Sri Maulani;5;09/06/2022 02:28;Sangat membantu saat sakit tengah malam, weekend, hari libur nasional dan lg males ngatri berobat di rs or klinik
1663;Fendy Ferdianto;5;09/06/2022 00:43;Very good aplication
1664;ichi husni;1;08/06/2022 16:44;Aplikasi busuk uang nyangkut karena kesalahan aplikasi (pembelian dibatalkan toko) proses penarikan 1 bulan belom cair
1665;Ponang Jagad Pramudhitya (Agad);1;08/06/2022 14:37;Pesan obat di apotek lalu dibatalkan sepihak oleh apotek. Mau urus refund tapi gagal terus. Gak ada fitur chat utk konfirmasi antar pelanggan dengan apotek
1666;Oni Nur Rasjiatmi;5;08/06/2022 13:44;Membantu sekali untuk meyakinkan diri tentang keamanan obat dari dokter lain.
1667;Andry Wiyono;5;08/06/2022 11:54;Pelayanan cepat
1668;Mohamad Reynaldi;5;08/06/2022 10:38;"Sangat membantu disaat urgent maupun tidak, banyak solusi dan saran dari dokter"". God bless orang baik"
1669;Korviantika Setiawati;5;08/06/2022 07:18;Berguna bagi yang tidak sempat pergi ke dokter
1670;Rudiana Nurhadian;3;08/06/2022 04:54;Menu bantuannya menyebalkan... Diputer2 sama robot
1671;Fredy Herman;5;08/06/2022 02:39;Sangat membantu.
1672;Ridzky Surya;5;07/06/2022 16:31;Sangat membantu. Terima kasih
1673;Enrico Wiraatmaja;5;07/06/2022 15:55;Gila sih tmbh baguss
1674;Anset 168;5;07/06/2022 15:04;User friendly
1675;ar widy;5;07/06/2022 12:37;Respon cepet
1676;Fitri Utami Rahmah;5;07/06/2022 12:06;Mudah.. Cepat.. Mantaaap
1677;Kata Raras;5;07/06/2022 11:00;Makasih halodoc, terbantu banget 🤗
1678;Danang;5;07/06/2022 08:02;Quick prompt
1679;Sri Dara;5;07/06/2022 02:37;Sangat bermanfaat dan membantu sekali
1680;Dita Dwitanaya;5;07/06/2022 00:32;Very helpful! Apalagi di masa pandemi bgini, bs connect jg ke insurance. Klo utk keluhan2 yg common, utk konsul ke dokter aplikasi ini sungguh menghemat waktu & tenaga. Cocok utk pertolongan pertama. Untuk saran perbaikan, mgkn di menu dokter perlu ditambahkan menu koreksi resep, shg jika pasien tdk menemukan sebagian obat yg tersedia di apotek sekitarnya bisa minta diganti dgn obat serupa oleh doktr agar bs mengedit resep sblm chat diakhiri. Thx'
1681;Muhammad Haidar Hakim;5;06/06/2022 08:47;Bermanfaat untuk membeli obat utk orang yang kita sayangi walapun dalam kondisi jarak jauh
1682;Ermina Rosjanti;5;06/06/2022 07:54;Dokternya Alan enak diajak diskusi
1683;Toni Kurniawansyah;5;06/06/2022 05:27;Sangat membantu & mudah digunakan
1684;Monica Cynthia D;5;06/06/2022 04:52;Mantap
1685;Ash Ra Hadi;1;06/06/2022 00:44;Ngehang terusssss padahal lagi ditengah konsultasi1!!! Rugi gw udah bayar! Developer balikin duit gw! FIX THIS!
1686;Nany Mulyani;5;05/06/2022 13:37;👍👍👍👍👍
1687;Aisyatur Ridho;5;05/06/2022 13:10;Layanan terbaik
1688;Mustofa Kamal;5;05/06/2022 11:13;Good and useful apps
1689;Ollie Bakker;5;05/06/2022 09:41;Fast
1690;Christine Damanik;5;05/06/2022 09:00;Access ke dokter cepat
1691;Noviana Novian;5;05/06/2022 07:35;Sangat membantu untuk membeli obat yang tidak ada di apotek dekat rumah tapi pengiriman instan, hanya 40 mnt saja
1692;Yasun Lesmana;4;05/06/2022 01:09;Helpfull app
1693;Tjan Giok Tjeng;5;04/06/2022 14:34;Dokternya baik dan berkompeten
1694;Lexy Berhitu;5;04/06/2022 14:10;Helpful
1695;Jayson Luke Hadinata;5;04/06/2022 13:59;Sering bgt konsultasi sama dokter di halodoc.. ramah2 dokternya, dan bisa kasi resep digital.. cocok bgt buat sy yg punya anak kecil.. thank u halodoc
1696;lilis Setya wati;5;04/06/2022 12:26;Dokter good response, helpfull
1697;Yuwita Kartikasari;5;04/06/2022 04:08;Really help us moreover during pandemic 💖 Thank you
1698;agus irfan;5;03/06/2022 17:09;Good
1699;Roni Sutama;1;03/06/2022 13:25;"Sdh beberapa hari pembayaran selalu gagal buat beli obat (virtual account maupun debit). Pake fitur ""bantuan"" jg sia2, yg jawab bot bukan manusia. Padahal sy selalu beli obat lewat halodoc. Kok jadi gini ya."
1700;Aufar Ramadhan;4;03/06/2022 10:02;Sometimes rather slow
1701;Seorang Fajar Pagi;5;03/06/2022 05:12;Praktis dan efektif
1702;sefira maulida;5;03/06/2022 04:41;bisa delivery obat dan pemakaian app mudah
1703;Aboo McCat;3;02/06/2022 23:26;fitur konsutasinya bagus. tapi sayang kadang nebus obat di aplikasi agak sulit. pesan beberapa kali batal terus padahal sudah coba beberapa metode pembayaran. lumayan kan uang 300 ribu nyangkut di halodoc dan tidak bisa diuangkan kembali.
1704;Egi Munandar;5;02/06/2022 17:37;Grateful
